citation_id,verification_status,verification_category,verification_subcategory,author_status,year_status,verification_confidence,bibliographic_score,semantic_label,semantic_score,semantic_skipped,semantic_skip_reason,selected_source,selected_match_type,selected_candidate_db,selected_candidate_title,verification_explanation,semantic_explanation,combined_label,needs_review
1,hallucinated,Not Verified,title_mismatch,mismatch,match,0.5875,0.25,supported,0.0,False,,lexical,lexical_top_1,arxiv,Towards an Understanding of Large Language Models in Software Engineering Tasks,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses the integration and evaluation of LLMs in software engineering tasks, which aligns with the context provided about the application of LLMs in software engineering.",likely_problematic,True
2,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.0,False,,exact,arxiv_id_exact,arxiv,Evaluating Large Language Models Trained on Code,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses the evaluation of a large language model trained on code, which aligns with the context about the importance of large language models in modern software development and their usage in code generation.",strongly_supported_citation,False
3,hallucinated,Not Verified,title_mismatch,mismatch,match,0.3438,0.25,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,"Ask, Reason, Assist: Robot Collaboration via Natural Language and Temporal Logic",Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses robot collaboration and conflict resolution in warehousing, which is unrelated to the context of code generation and security optimization.",likely_problematic,True
4,hallucinated,Not Verified,title_mismatch,mismatch,partial,0.46,0.1975,unclear,0.0,False,,lexical,lexical_top_1,arxiv,Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the Enterprise,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=partial; overall_status=hallucinated.,"The abstract discusses the use of a specific AI code assistant (watsonx Code Assistant) in a corporate setting and does not directly address the impact of AI on developer experience in general, which is the focus of the cited paper.",likely_problematic,True
5,hallucinated,Not Verified,title_mismatch,mismatch,match,0.5062,0.25,supported,0.8,False,,lexical,lexical_top_1,arxiv,"Vibe Coding in Practice: Motivations, Challenges, and a Future Outlook -- a Grey Literature Review",Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses vibe coding, its motivations, and the associated challenges, which aligns well with the expanded context provided.",likely_problematic,True
6,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.8,False,,exact,arxiv_id_exact,arxiv,Is Vibe Coding Safe? Benchmarking Vulnerability of Agent-Generated Code in Real-World Tasks,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,The abstract directly addresses the safety concerns of vibe coding by presenting a benchmark and evaluation results showing poor security performance of agent-generated code. This aligns well with the context provided.,strongly_supported_citation,False
7,verified,Verified,strong_metadata_match,match,match,1.0,0.9,supported,0.0,False,,lexical,lexical_top_1,arxiv,Security Vulnerabilities in AI-Generated Code: A Large-Scale Analysis of Public GitHub Repositories,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,"The abstract directly supports the context by discussing security vulnerabilities in AI-generated code and providing specific details about the analysis conducted on GitHub repositories, which aligns with the concerns raised in the expanded context.",strongly_supported_citation,False
8,partially_verified,Partially Verified,author/year mismatch,match,partial,0.97,0.8475,supported,0.0,False,,lexical,lexical_top_1,arxiv,We Have a Package for You! A Comprehensive Analysis of Package Hallucinations by Code Generating LLMs,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,"The abstract discusses package hallucinations caused by code-generating LLMs, which aligns with the cited context about security vulnerabilities and insecure patterns introduced by LLM-generated code.",promising_but_needs_review,True
9,verified,Verified,strong_metadata_match,match,match,1.0,0.9,supported,0.0,False,,lexical,lexical_top_1,arxiv,Large Language Models for Code: Security Hardening and Adversarial Testing,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,"The abstract discusses security hardening and adversarial testing of large language models for code, which aligns with the expanded context mentioning these topics.",strongly_supported_citation,False
10,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.0,False,,exact,arxiv_id_exact,arxiv,Instruction Tuning for Secure Code Generation,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses the importance of security in generated code and introduces SafeCoder, a method for performing security-centric fine-tuning. This aligns with the context provided, which emphasizes the need for secure code generation and mentions the limitations of current approaches.",strongly_supported_citation,False
11,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.8,False,,exact,arxiv_id_exact,arxiv,"Fine-tuning Aligned Language Models Compromises Safety, Even When Users Do Not Intend To!",Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses the risks associated with fine-tuning LLMs, including the potential compromise of safety even without malicious intent, which aligns with the context provided.",strongly_supported_citation,False
12,partially_verified,Partially Verified,author/year mismatch,match,partial,0.8771,0.7475,supported,0.8,False,,lexical,lexical_top_1,arxiv,LoRA: Low-Rank Adaptation of Large Language Models,Selected candidate came from lexical; title=partial; authors=exact; year=partial; overall_status=partially_verified.,The abstract directly addresses the issue of full-parameter fine-tuning being computationally expensive and introduces LoRA as a solution that significantly reduces the number of trainable parameters while maintaining model quality. This aligns well with the context provided.,promising_but_needs_review,True
13,hallucinated,Not Verified,title_mismatch,mismatch,match,0.6417,0.25,partially_supported,0.5,False,,lexical,lexical_top_1,arxiv,PEFTT: Parameter-Efficient Fine-Tuning for low-resource Tibetan pre-trained language models,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses parameter-efficient fine-tuning methods, which aligns with the citation context. However, it focuses more on the challenges and the necessity of such methods for low-resource languages like Tibetan, rather than directly addressing the computational expense and fragility mentioned in the context.",likely_problematic,True
14,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,1.0,False,,exact,arxiv_id_exact,arxiv,Code Llama: Open Foundation Models for Code,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract directly mentions the release of Code Llama as a family of large language models for code, which aligns with the expanded context provided.",strongly_supported_citation,False
15,hallucinated,Not Verified,title_mismatch,mismatch,partial,0.395,0.1975,partially_supported,0.5,False,,lexical,lexical_top_1,arxiv,PEFT-Factory: Unified Parameter-Efficient Fine-Tuning of Autoregressive Large Language Models,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=partial; overall_status=hallucinated.,"The abstract discusses PEFT methods and their importance in fine-tuning large language models, which aligns with the expanded context. However, it does not specifically mention the details of parameter-efficient fine-tuning methods as described in the citation.",likely_problematic,True
16,verified,Verified,exact_identifier_match,match,match,0.99,0.95,unsupported,0.0,False,,exact,arxiv_id_exact,arxiv,Parameter-Efficient Fine-Tuning for Foundation Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,The abstract does not discuss parameter-efficient fine-tuning from an optimization perspective or the limitations of coarse granularity as mentioned in the context.,bibliographically_valid_but_semantically_unsupported,True
17,hallucinated,Not Verified,title_mismatch,mismatch,match,0.425,0.25,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,Evolution systems: A framework for studying generic mathematical structures,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses evolution systems and their properties, which is unrelated to the context about transformer circuits and security considerations.",likely_problematic,True
19,verified,Verified,strong_metadata_match,match,match,0.9,0.9,supported,0.0,False,,lexical,lexical_top_1,arxiv,A Survey on LLM-as-a-Judge,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,"The abstract discusses the challenges and strategies for building reliable LLM-as-a-Judge systems, which aligns with the context mentioning Qwen3-0.6B's application of the LLM-as-a-judge paradigm for structured security evaluation.",strongly_supported_citation,False
20,verified,Verified,exact_identifier_match,partial,match,0.99,0.92,partially_supported,0.5,False,,exact,arxiv_id_exact,arxiv,"Think you have Solved Question Answering? Try ARC, the AI2 Reasoning Challenge",Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses the AI2 Reasoning Challenge (ARC) and its requirements for advanced question answering, which aligns with the evaluation of reasoning benchmarks in the expanded context. However, it does not directly mention ARC being used for evaluating security optimization of models.",strongly_supported_citation,False
21,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.0,False,,exact,arxiv_id_exact,arxiv,Training Verifiers to Solve Math Word Problems,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses the challenges faced by state-of-the-art language models in performing multi-step mathematical reasoning and introduces GSM8K, a benchmark for grade-school math word problems. This aligns with the context mentioning GSM8K as a benchmark for evaluating model capabilities.",strongly_supported_citation,False
22,partially_verified,Partially Verified,author/year mismatch,match,partial,0.97,0.8475,supported,0.0,False,,lexical,lexical_top_1,arxiv,Measuring Massive Multitask Language Understanding,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,"The abstract discusses a test for measuring multitask language understanding, which aligns with the evaluation of various benchmarks in the expanded context.",promising_but_needs_review,True
23,verified,Verified,strong_metadata_match,match,match,0.93,0.9,supported,0.0,False,,exact,title_year_exact,arxiv,The Llama 3 Herd of Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; overall_status=verified.,"The abstract discusses the Llama 3 models, which aligns with the citation context mentioning Llama3 as one of the families of models evaluated.",strongly_supported_citation,False
24,verified,Verified,exact_identifier_match,partial,match,0.99,0.92,supported,0.0,False,,exact,arxiv_id_exact,arxiv,Gemma 3 Technical Report,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract directly discusses the introduction and improvements of Gemma 3, which aligns with the mention of Gemma3 in the expanded context.",strongly_supported_citation,False
25,hallucinated,Not Verified,title_mismatch,mismatch,match,0.49,0.25,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,MegaVul: A C/C++ Vulnerability Dataset with Comprehensive Code Representation,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract describes a different dataset (MegaVul) focused on C/C++ vulnerabilities, while the citation context refers to a dataset for identifying code vulnerabilities and security issues in general, not specific to C/C++. Therefore, the abstract does not support the citation context.",likely_problematic,True
26,hallucinated,Not Verified,title_mismatch,mismatch,partial,0.3138,0.1975,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,A Comprehensive Study of Short Bursts from SGR 1806-20 and SGR 1900+14 Detected by HETE-2,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=partial; overall_status=hallucinated.,The abstract discusses astronomical observations and does not relate to software concurrency bugs or programming languages.,likely_problematic,True
27,partially_verified,Partially Verified,author/year mismatch,partial,match,0.9375,0.8125,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,SoK: Eternal War in Memory.,Selected candidate came from lexical; title=exact; authors=partial; year=exact; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
28,hallucinated,Not Verified,title_mismatch,mismatch,match,0.425,0.25,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,A Survey on Open Problems for Mobile Robots,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=exact; overall_status=hallucinated.,"The abstract discusses mobile robots and their problems, while the citation context is about mobile malware. There is no overlap in the topics.",likely_problematic,True
29,verified,Verified,strong_metadata_match,match,match,0.9722,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,"FlowDroid: precise context, flow, field, object-sensitive and lifecycle-aware taint analysis for Android apps.",Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
30,verified,Verified,exact_identifier_match,partial,match,0.99,0.92,supported,0.0,False,,exact,arxiv_id_exact,arxiv,TwinBreak: Jailbreaking LLM Security Alignments based on Twin Prompts,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract discusses methods to bypass LLM security mechanisms, which aligns with the context of evaluating security neuron identification and the potential risks associated with LLMs.",strongly_supported_citation,False
31,partially_verified,Partially Verified,author/year mismatch,match,partial,0.97,0.8475,supported,0.0,False,,lexical,lexical_top_1,arxiv,NeuroStrike: Neuron-Level Attacks on Aligned LLMs,Selected candidate came from lexical; title=exact; authors=exact; year=partial; overall_status=partially_verified.,"The abstract discusses neuron-level attacks on large language models (LLMs), which aligns with the citation's focus on neuron-level attacks on aligned LLMs. The abstract also mentions the importance of identifying and targeting specific neurons, which supports the expanded context about neuron identification methods.",promising_but_needs_review,True
32,hallucinated,Not Verified,title_mismatch,mismatch,partial,0.3486,0.1975,unsupported,0.0,False,,lexical,lexical_top_1,arxiv,The Making of Cloud Applications An Empirical Study on Software Development for the Cloud,Selected candidate came from lexical; title=mismatch; authors=mismatch; year=partial; overall_status=hallucinated.,"The abstract discusses cloud computing and software development practices in the cloud, which is unrelated to the copy and paste behavior during development discussed in the cited paper.",likely_problematic,True
33,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.0,False,,exact,arxiv_id_exact,arxiv,Secure-Instruct: An Automated Pipeline for Synthesizing Instruction-Tuning Datasets Using LLMs for Secure Code Generation,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract directly addresses the creation of instruction-tuning datasets for secure code generation and mentions improvements over existing methods like SafeCoder, which aligns with the context provided.",strongly_supported_citation,False
34,verified,Verified,exact_identifier_match,partial,match,0.99,0.92,supported,1.0,False,,exact,arxiv_id_exact,arxiv,HexaCoder: Secure Code Generation via Oracle-Guided Synthetic Training Data,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract directly discusses HexaCoder's approach to enhancing secure code generation through oracle-guided data synthesis and fine-tuning with LoRA, which aligns with the context provided.",strongly_supported_citation,False
35,verified,Verified,strong_metadata_match,match,match,1.0,0.9,supported,0.0,False,,lexical,lexical_top_1,arxiv,PromSec: Prompt Optimization for Secure Generation of Functional Source Code with Large Language Models (LLMs),Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,"The abstract directly discusses PromSec as a method for optimizing prompts to generate secure and functional code using LLMs, which aligns with the context provided.",strongly_supported_citation,False
36,partially_verified,Partially Verified,minor_title_mismatch,match,match,1.0,0.8,supported,0.0,False,,lexical,lexical_top_1,arxiv,Demo: SGCode: A Flexible Prompt-Optimizing System for Secure Generation of Code,Selected candidate came from lexical; title=partial; authors=exact; year=exact; overall_status=partially_verified.,"The abstract directly describes SGCode as a flexible prompt-optimizing system for secure code generation, aligning with the context provided.",promising_but_needs_review,True
37,verified,Verified,exact_identifier_match,match,match,0.99,0.95,supported,0.0,False,,exact,arxiv_id_exact,arxiv,SecCoder: Towards Generalizable and Robust Secure Code Generation,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,"The abstract directly addresses the need for secure code generation methods with improved generalizability and robustness, which aligns with the context provided about SecCoder.",strongly_supported_citation,False
